vehicle_id,customer_id,vehicle_model,vehicle_type,battery_capacity_kwh,purchase_year
17921,17084,Mahindra XUV400,SUV,39.4,2020
17922,17085,Tata Nexon EV,SUV,30.2,2024
17923,17086,Hyundai Ioniq 5,SUV,72.6,2023
17924,17087,Mahindra XUV400,SUV,39.4,2024
17925,17088,Tata Punch EV,Hatchback,35.0,2024
17926,17089,Mahindra BE 6,SUV,59.0,2023
17927,17090,Hyundai Kona Electric,SUV,39.2,2023
17928,17091,MG ZS EV,SUV,50.3,2021
17929,17092,Kia EV6,SUV,77.4,2023
17930,17093,Tata Nexon EV,SUV,30.2,2022
17931,17094,Tata Punch EV,Hatchback,35.0,2020
17932,17095,Tata Nexon EV,SUV,30.2,2024
17933,17096,Tata Nexon EV,SUV,30.2,2021
17934,17097,BYD Atto 3,SUV,60.5,2021
17935,17098,Hyundai Kona Electric,SUV,39.2,2024
17936,17099,Hyundai Kona Electric,SUV,39.2,2022
17937,17100,Tata Punch EV,Hatchback,35.0,2021
17938,17101,Mahindra BE 6,SUV,59.0,2024
17939,17102,Tata Nexon EV,SUV,30.2,2022
17940,17103,Tata Punch EV,Hatchback,35.0,2025
17941,17104,Mahindra XUV400,SUV,39.4,2021
17942,17104,Kia EV6,SUV,77.4,2024
17943,17105,Tata Tiago EV,Hatchback,24.0,2025
17944,17106,Hyundai Kona Electric,SUV,39.2,2022
17945,17107,Tata Tiago EV,Hatchback,24.0,2021
17946,17108,Tata Nexon EV,SUV,30.2,2024
17947,17109,Kia EV6,SUV,77.4,2020
17948,17110,Hyundai Kona Electric,SUV,39.2,2024
17949,17111,Tata Nexon EV,SUV,30.2,2020
17950,17112,Mahindra BE 6,SUV,59.0,2021
17951,17113,Hyundai Kona Electric,SUV,39.2,2020
17952,17114,MG ZS EV,SUV,50.3,2022
17953,17115,Tata Nexon EV,SUV,30.2,2023
17954,17116,Kia EV6,SUV,77.4,2022
17955,17117,Mahindra BE 6,SUV,59.0,2022
17956,17118,BYD Atto 3,SUV,60.5,2023
17957,17118,Mahindra BE 6,SUV,59.0,2025
17958,17119,MG ZS EV,SUV,50.3,2020
17959,17120,Tata Tiago EV,Hatchback,24.0,2021
17960,17121,Tata Tiago EV,Hatchback,24.0,2025
17961,17122,Tata Punch EV,Hatchback,35.0,2024
17962,17123,MG ZS EV,SUV,50.3,2020
17963,17123,Hyundai Ioniq 5,SUV,72.6,2024
17964,17124,MG ZS EV,SUV,50.3,2022
17965,17125,Kia EV6,SUV,77.4,2021
17966,17126,Hyundai Ioniq 5,SUV,72.6,2020
17967,17127,Hyundai Kona Electric,SUV,39.2,2025
17968,17128,Tata Nexon EV,SUV,30.2,2025
17969,17129,Hyundai Ioniq 5,SUV,72.6,2025
17970,17130,Tata Nexon EV,SUV,30.2,2025
17971,17131,MG ZS EV,SUV,50.3,2021
17972,17132,Tata Tiago EV,Hatchback,24.0,2021
17973,17133,Tata Nexon EV,SUV,30.2,2025
17974,17134,BYD Atto 3,SUV,60.5,2023
17975,17135,Kia EV6,SUV,77.4,2023
17976,17136,Kia EV6,SUV,77.4,2020
17977,17137,Hyundai Ioniq 5,SUV,72.6,2020
17978,17137,Hyundai Kona Electric,SUV,39.2,2022
17979,17138,Hyundai Ioniq 5,SUV,72.6,2023
17980,17139,MG ZS EV,SUV,50.3,2025
17981,17139,Tata Nexon EV,SUV,30.2,2025
17982,17140,Tata Punch EV,Hatchback,35.0,2024
17983,17141,Hyundai Kona Electric,SUV,39.2,2024
17984,17142,Hyundai Kona Electric,SUV,39.2,2024
17985,17143,MG ZS EV,SUV,50.3,2022
17986,17144,Kia EV6,SUV,77.4,2024
17987,17145,BYD Atto 3,SUV,60.5,2023
17988,17146,Mahindra XUV400,SUV,39.4,2021
17989,17147,Hyundai Ioniq 5,SUV,72.6,2025
17990,17148,Kia EV6,SUV,77.4,2022
17991,17149,Hyundai Kona Electric,SUV,39.2,2024
17992,17150,Kia EV6,SUV,77.4,2024
17993,17151,Hyundai Ioniq 5,SUV,72.6,2024
17994,17152,Tata Tiago EV,Hatchback,24.0,2022
17995,17153,Tata Punch EV,Hatchback,35.0,2021
17996,17154,Mahindra BE 6,SUV,59.0,2024
17997,17155,Mahindra BE 6,SUV,59.0,2020
17998,17155,Mahindra XUV400,SUV,39.4,2025
17999,17156,BYD Atto 3,SUV,60.5,2023
18000,17157,Kia EV6,SUV,77.4,2025
18001,17158,Tata Tiago EV,Hatchback,24.0,2023
18002,17159,Mahindra XUV400,SUV,39.4,2024
18003,17160,Hyundai Ioniq 5,SUV,72.6,2024
18004,17161,Hyundai Kona Electric,SUV,39.2,2020
18005,17162,Hyundai Ioniq 5,SUV,72.6,2022
18006,17163,Mahindra XUV400,SUV,39.4,2023
18007,17164,Kia EV6,SUV,77.4,2020
18008,17165,Tata Tiago EV,Hatchback,24.0,2025
18009,17166,BYD Atto 3,SUV,60.5,2020
18010,17167,Kia EV6,SUV,77.4,2020
18011,17168,Tata Punch EV,Hatchback,35.0,2022
18012,17169,MG ZS EV,SUV,50.3,2020
18013,17170,Kia EV6,SUV,77.4,2021
18014,17171,Mahindra BE 6,SUV,59.0,2023
18015,17172,Kia EV6,SUV,77.4,2024
18016,17173,MG ZS EV,SUV,50.3,2021
18017,17174,Hyundai Ioniq 5,SUV,72.6,2025
18018,17175,Hyundai Ioniq 5,SUV,72.6,2025
18019,17175,Tata Punch EV,Hatchback,35.0,2021
18020,17176,Mahindra BE 6,SUV,59.0,2024
18021,17177,Hyundai Kona Electric,SUV,39.2,2020
18022,17178,Tata Tiago EV,Hatchback,24.0,2021
18023,17178,Mahindra XUV400,SUV,39.4,2024
18024,17179,Hyundai Kona Electric,SUV,39.2,2021
18025,17180,Tata Punch EV,Hatchback,35.0,2023
18026,17181,Hyundai Kona Electric,SUV,39.2,2021
18027,17181,Mahindra XUV400,SUV,39.4,2025
18028,17182,Tata Punch EV,Hatchback,35.0,2025
18029,17183,Mahindra BE 6,SUV,59.0,2024
18030,17184,Hyundai Kona Electric,SUV,39.2,2021
18031,17185,Tata Punch EV,Hatchback,35.0,2020
18032,17186,Hyundai Ioniq 5,SUV,72.6,2022
18033,17187,Tata Tiago EV,Hatchback,24.0,2022
18034,17188,Tata Punch EV,Hatchback,35.0,2022
18035,17189,Tata Punch EV,Hatchback,35.0,2025
18036,17190,Tata Nexon EV,SUV,30.2,2022
18037,17191,Tata Nexon EV,SUV,30.2,2024
18038,17192,BYD Atto 3,SUV,60.5,2023
18039,17193,Hyundai Kona Electric,SUV,39.2,2025
18040,17194,Mahindra BE 6,SUV,59.0,2024
18041,17195,Kia EV6,SUV,77.4,2020
18042,17196,Hyundai Kona Electric,SUV,39.2,2025
18043,17197,BYD Atto 3,SUV,60.5,2021
18044,17198,Hyundai Ioniq 5,SUV,72.6,2024
18045,17199,BYD Atto 3,SUV,60.5,2025
18046,17200,Mahindra XUV400,SUV,39.4,2022
18047,17201,Tata Tiago EV,Hatchback,24.0,2022
18048,17202,Tata Tiago EV,Hatchback,24.0,2021
18049,17203,Hyundai Ioniq 5,SUV,72.6,2020
18050,17204,Tata Nexon EV,SUV,30.2,2023
18051,17205,Kia EV6,SUV,77.4,2023
18052,17206,Tata Punch EV,Hatchback,35.0,2025
18053,17207,Tata Nexon EV,SUV,30.2,2021
18054,17208,MG ZS EV,SUV,50.3,2021
18055,17209,BYD Atto 3,SUV,60.5,2023
18056,17210,Mahindra BE 6,SUV,59.0,2023
18057,17211,BYD Atto 3,SUV,60.5,2025
18058,17212,MG ZS EV,SUV,50.3,2022
18059,17213,Mahindra BE 6,SUV,59.0,2025
18060,17214,Hyundai Ioniq 5,SUV,72.6,2023
18061,17215,Tata Nexon EV,SUV,30.2,2020
18062,17216,Hyundai Ioniq 5,SUV,72.6,2024
18063,17217,Hyundai Ioniq 5,SUV,72.6,2023
18064,17218,Tata Nexon EV,SUV,30.2,2023
18065,17219,BYD Atto 3,SUV,60.5,2023
18066,17220,BYD Atto 3,SUV,60.5,2025
18067,17221,Hyundai Ioniq 5,SUV,72.6,2023
18068,17222,Tata Punch EV,Hatchback,35.0,2021
18069,17223,Hyundai Ioniq 5,SUV,72.6,2020
18070,17224,Hyundai Kona Electric,SUV,39.2,2024
18071,17225,Tata Tiago EV,Hatchback,24.0,2023
18072,17226,Tata Punch EV,Hatchback,35.0,2022
18073,17227,Tata Punch EV,Hatchback,35.0,2021
18074,17228,Tata Nexon EV,SUV,30.2,2024
18075,17229,Hyundai Kona Electric,SUV,39.2,2020
18076,17230,Tata Punch EV,Hatchback,35.0,2024
18077,17231,Hyundai Ioniq 5,SUV,72.6,2024
18078,17231,Tata Punch EV,Hatchback,35.0,2021
18079,17232,Kia EV6,SUV,77.4,2023
18080,17233,BYD Atto 3,SUV,60.5,2023
18081,17234,Mahindra XUV400,SUV,39.4,2022
18082,17235,Kia EV6,SUV,77.4,2021
18083,17236,Mahindra XUV400,SUV,39.4,2020
18084,17237,Kia EV6,SUV,77.4,2023
18085,17238,Mahindra XUV400,SUV,39.4,2024
18086,17239,Tata Tiago EV,Hatchback,24.0,2021
18087,17240,MG ZS EV,SUV,50.3,2025
18088,17240,Hyundai Kona Electric,SUV,39.2,2024
18089,17241,BYD Atto 3,SUV,60.5,2020
18090,17242,Mahindra XUV400,SUV,39.4,2024
18091,17243,Hyundai Kona Electric,SUV,39.2,2022
18092,17244,MG ZS EV,SUV,50.3,2021
18093,17245,Tata Punch EV,Hatchback,35.0,2023
18094,17246,Tata Nexon EV,SUV,30.2,2022
18095,17247,Hyundai Ioniq 5,SUV,72.6,2022
18096,17248,Mahindra XUV400,SUV,39.4,2025
18097,17249,Mahindra BE 6,SUV,59.0,2025
18098,17250,Mahindra BE 6,SUV,59.0,2023
18099,17251,Mahindra BE 6,SUV,59.0,2021
18100,17252,BYD Atto 3,SUV,60.5,2024
18101,17253,Tata Tiago EV,Hatchback,24.0,2023
18102,17254,Tata Nexon EV,SUV,30.2,2024
18103,17255,Hyundai Kona Electric,SUV,39.2,2023
18104,17256,Tata Punch EV,Hatchback,35.0,2020
18105,17257,BYD Atto 3,SUV,60.5,2025
18106,17258,Tata Punch EV,Hatchback,35.0,2021
18107,17259,MG ZS EV,SUV,50.3,2024
18108,17260,Kia EV6,SUV,77.4,2021
18109,17261,Kia EV6,SUV,77.4,2022
18110,17262,BYD Atto 3,SUV,60.5,2023
18111,17263,Tata Tiago EV,Hatchback,24.0,2021
18112,17264,Hyundai Ioniq 5,SUV,72.6,2020
18113,17265,Tata Punch EV,Hatchback,35.0,2025
18114,17266,Hyundai Ioniq 5,SUV,72.6,2023
18115,17267,Hyundai Kona Electric,SUV,39.2,2022
18116,17268,Hyundai Kona Electric,SUV,39.2,2021
18117,17269,Mahindra XUV400,SUV,39.4,2025
18118,17270,Tata Tiago EV,Hatchback,24.0,2023
18119,17271,Tata Punch EV,Hatchback,35.0,2025
18120,17272,BYD Atto 3,SUV,60.5,2023
18121,17273,BYD Atto 3,SUV,60.5,2025
18122,17274,Mahindra BE 6,SUV,59.0,2023
18123,17275,Mahindra XUV400,SUV,39.4,2025
18124,17276,Tata Tiago EV,Hatchback,24.0,2022
18125,17277,Tata Nexon EV,SUV,30.2,2023
18126,17278,Tata Punch EV,Hatchback,35.0,2021
18127,17279,Mahindra XUV400,SUV,39.4,2021
18128,17280,Mahindra XUV400,SUV,39.4,2023
18129,17281,Mahindra XUV400,SUV,39.4,2022
18130,17282,Mahindra BE 6,SUV,59.0,2022
18131,17283,Hyundai Kona Electric,SUV,39.2,2023
18132,17284,BYD Atto 3,SUV,60.5,2023
18133,17285,MG ZS EV,SUV,50.3,2025
18134,17286,Kia EV6,SUV,77.4,2023
18135,17287,Tata Tiago EV,Hatchback,24.0,2024
18136,17287,Mahindra XUV400,SUV,39.4,2025
18137,17288,Hyundai Ioniq 5,SUV,72.6,2025
18138,17289,Mahindra XUV400,SUV,39.4,2024
18139,17290,Tata Punch EV,Hatchback,35.0,2023
18140,17291,Mahindra BE 6,SUV,59.0,2024
18141,17292,Tata Nexon EV,SUV,30.2,2025
18142,17293,MG ZS EV,SUV,50.3,2024
18143,17293,Kia EV6,SUV,77.4,2020
18144,17294,Tata Nexon EV,SUV,30.2,2024
18145,17295,Hyundai Ioniq 5,SUV,72.6,2022
18146,17296,Kia EV6,SUV,77.4,2021
18147,17297,Hyundai Ioniq 5,SUV,72.6,2021
18148,17297,Kia EV6,SUV,77.4,2025
18149,17298,Mahindra BE 6,SUV,59.0,2022
18150,17299,Hyundai Kona Electric,SUV,39.2,2022
18151,17300,Hyundai Ioniq 5,SUV,72.6,2021
18152,17301,MG ZS EV,SUV,50.3,2024
18153,17302,Tata Punch EV,Hatchback,35.0,2023
18154,17303,Mahindra XUV400,SUV,39.4,2025
18155,17304,Tata Punch EV,Hatchback,35.0,2025
18156,17305,Hyundai Kona Electric,SUV,39.2,2025
18157,17306,Mahindra XUV400,SUV,39.4,2024
18158,17307,Hyundai Kona Electric,SUV,39.2,2022
18159,17308,Tata Nexon EV,SUV,30.2,2025
18160,17309,Hyundai Ioniq 5,SUV,72.6,2024
18161,17310,MG ZS EV,SUV,50.3,2024
18162,17311,Tata Tiago EV,Hatchback,24.0,2025
18163,17312,MG ZS EV,SUV,50.3,2020
18164,17313,MG ZS EV,SUV,50.3,2025
18165,17314,Mahindra XUV400,SUV,39.4,2023
18166,17315,Mahindra BE 6,SUV,59.0,2022
18167,17316,Mahindra BE 6,SUV,59.0,2020
18168,17317,Mahindra BE 6,SUV,59.0,2022
18169,17318,Tata Punch EV,Hatchback,35.0,2022
18170,17319,Tata Punch EV,Hatchback,35.0,2022
18171,17320,Kia EV6,SUV,77.4,2020
18172,17321,Tata Punch EV,Hatchback,35.0,2022
18173,17322,MG ZS EV,SUV,50.3,2024
18174,17323,Mahindra XUV400,SUV,39.4,2023
18175,17324,Hyundai Kona Electric,SUV,39.2,2021
18176,17325,Kia EV6,SUV,77.4,2022
18177,17326,Tata Punch EV,Hatchback,35.0,2025
18178,17327,Mahindra BE 6,SUV,59.0,2020
18179,17328,Tata Punch EV,Hatchback,35.0,2023
18180,17329,MG ZS EV,SUV,50.3,2023
18181,17330,Kia EV6,SUV,77.4,2025
18182,17331,BYD Atto 3,SUV,60.5,2020
18183,17332,Tata Tiago EV,Hatchback,24.0,2023
18184,17333,Hyundai Kona Electric,SUV,39.2,2021
18185,17334,Kia EV6,SUV,77.4,2023
18186,17335,Mahindra BE 6,SUV,59.0,2021
18187,17336,Tata Tiago EV,Hatchback,24.0,2022
18188,17337,Tata Punch EV,Hatchback,35.0,2025
18189,17338,Mahindra XUV400,SUV,39.4,2021
18190,17339,Tata Nexon EV,SUV,30.2,2022
18191,17340,Hyundai Kona Electric,SUV,39.2,2025
18192,17340,MG ZS EV,SUV,50.3,2025
18193,17341,Tata Punch EV,Hatchback,35.0,2021
18194,17342,Tata Tiago EV,Hatchback,24.0,2024
18195,17343,Mahindra BE 6,SUV,59.0,2024
18196,17344,Hyundai Kona Electric,SUV,39.2,2024
18197,17345,Mahindra BE 6,SUV,59.0,2021
18198,17346,Kia EV6,SUV,77.4,2023
18199,17347,Hyundai Ioniq 5,SUV,72.6,2020
18200,17348,Hyundai Kona Electric,SUV,39.2,2020
18201,17349,Tata Nexon EV,SUV,30.2,2020
18202,17350,BYD Atto 3,SUV,60.5,2020
18203,17351,MG ZS EV,SUV,50.3,2023
18204,17352,BYD Atto 3,SUV,60.5,2022
18205,17353,BYD Atto 3,SUV,60.5,2024
18206,17354,Tata Nexon EV,SUV,30.2,2023
18207,17355,Tata Tiago EV,Hatchback,24.0,2020
18208,17356,Tata Punch EV,Hatchback,35.0,2022
18209,17357,Hyundai Kona Electric,SUV,39.2,2023
18210,17358,Hyundai Ioniq 5,SUV,72.6,2025
18211,17359,Hyundai Kona Electric,SUV,39.2,2021
18212,17360,MG ZS EV,SUV,50.3,2023
18213,17361,Mahindra XUV400,SUV,39.4,2021
18214,17362,MG ZS EV,SUV,50.3,2021
18215,17363,MG ZS EV,SUV,50.3,2021
18216,17364,BYD Atto 3,SUV,60.5,2023
18217,17365,Mahindra XUV400,SUV,39.4,2025
18218,17366,Hyundai Kona Electric,SUV,39.2,2023
18219,17367,Mahindra XUV400,SUV,39.4,2021
18220,17368,Mahindra BE 6,SUV,59.0,2020
18221,17369,Tata Tiago EV,Hatchback,24.0,2023
18222,17370,Mahindra BE 6,SUV,59.0,2023
18223,17371,Kia EV6,SUV,77.4,2025
18224,17372,Mahindra BE 6,SUV,59.0,2023
18225,17373,Mahindra BE 6,SUV,59.0,2020
18226,17374,MG ZS EV,SUV,50.3,2022
18227,17375,Tata Nexon EV,SUV,30.2,2022
18228,17376,MG ZS EV,SUV,50.3,2022
18229,17377,Hyundai Kona Electric,SUV,39.2,2025
18230,17378,MG ZS EV,SUV,50.3,2024
18231,17379,Hyundai Ioniq 5,SUV,72.6,2024
18232,17380,Hyundai Ioniq 5,SUV,72.6,2020
18233,17381,Tata Tiago EV,Hatchback,24.0,2020
18234,17382,Tata Punch EV,Hatchback,35.0,2022
18235,17383,Mahindra XUV400,SUV,39.4,2021
18236,17384,MG ZS EV,SUV,50.3,2022
18237,17385,Tata Nexon EV,SUV,30.2,2025
18238,17386,BYD Atto 3,SUV,60.5,2023
18239,17387,MG ZS EV,SUV,50.3,2020
18240,17388,Tata Nexon EV,SUV,30.2,2024
18241,17389,BYD Atto 3,SUV,60.5,2021
18242,17390,Tata Nexon EV,SUV,30.2,2025
18243,17391,Mahindra BE 6,SUV,59.0,2024
18244,17392,Tata Punch EV,Hatchback,35.0,2024
18245,17393,Kia EV6,SUV,77.4,2023
18246,17394,Kia EV6,SUV,77.4,2025
18247,17395,Tata Nexon EV,SUV,30.2,2024
18248,17396,Mahindra XUV400,SUV,39.4,2025
18249,17397,Tata Punch EV,Hatchback,35.0,2020
18250,17398,Mahindra XUV400,SUV,39.4,2021
18251,17399,BYD Atto 3,SUV,60.5,2024
18252,17400,Hyundai Ioniq 5,SUV,72.6,2023
18253,17401,Mahindra BE 6,SUV,59.0,2025
18254,17402,Tata Nexon EV,SUV,30.2,2021
18255,17403,Tata Punch EV,Hatchback,35.0,2023
18256,17404,Mahindra XUV400,SUV,39.4,2023
18257,17405,MG ZS EV,SUV,50.3,2020
18258,17406,Hyundai Kona Electric,SUV,39.2,2022
18259,17407,Tata Punch EV,Hatchback,35.0,2023
18260,17408,Hyundai Kona Electric,SUV,39.2,2022
18261,17409,MG ZS EV,SUV,50.3,2024
18262,17410,BYD Atto 3,SUV,60.5,2022
18263,17411,BYD Atto 3,SUV,60.5,2023
18264,17412,Kia EV6,SUV,77.4,2024
18265,17413,Mahindra BE 6,SUV,59.0,2023
18266,17414,Hyundai Ioniq 5,SUV,72.6,2025
18267,17415,BYD Atto 3,SUV,60.5,2025
18268,17416,Hyundai Ioniq 5,SUV,72.6,2025
18269,17417,Hyundai Ioniq 5,SUV,72.6,2020
18270,17418,Mahindra BE 6,SUV,59.0,2025
18271,17419,Mahindra XUV400,SUV,39.4,2021
18272,17420,Mahindra XUV400,SUV,39.4,2025
18273,17421,Mahindra XUV400,SUV,39.4,2022
18274,17422,Tata Nexon EV,SUV,30.2,2025
18275,17422,Hyundai Ioniq 5,SUV,72.6,2022
18276,17423,BYD Atto 3,SUV,60.5,2025
18277,17424,Mahindra XUV400,SUV,39.4,2022
18278,17425,Hyundai Kona Electric,SUV,39.2,2023
18279,17426,Kia EV6,SUV,77.4,2023
18280,17427,Mahindra XUV400,SUV,39.4,2020
18281,17428,Tata Nexon EV,SUV,30.2,2021
18282,17429,Tata Punch EV,Hatchback,35.0,2023
18283,17430,Tata Tiago EV,Hatchback,24.0,2024
18284,17431,Tata Nexon EV,SUV,30.2,2025
18285,17432,Tata Tiago EV,Hatchback,24.0,2022
18286,17432,Kia EV6,SUV,77.4,2024
18287,17433,MG ZS EV,SUV,50.3,2024
18288,17434,Tata Punch EV,Hatchback,35.0,2020
18289,17435,Tata Punch EV,Hatchback,35.0,2021
18290,17436,Mahindra XUV400,SUV,39.4,2022
18291,17437,BYD Atto 3,SUV,60.5,2021
18292,17438,BYD Atto 3,SUV,60.5,2022
18293,17439,Mahindra BE 6,SUV,59.0,2024
18294,17440,Hyundai Kona Electric,SUV,39.2,2021
18295,17441,BYD Atto 3,SUV,60.5,2023
18296,17442,Tata Tiago EV,Hatchback,24.0,2024
18297,17443,Tata Tiago EV,Hatchback,24.0,2020
18298,17444,Tata Nexon EV,SUV,30.2,2020
18299,17445,Hyundai Ioniq 5,SUV,72.6,2025
18300,17446,Tata Punch EV,Hatchback,35.0,2022
18301,17447,Tata Punch EV,Hatchback,35.0,2022
18302,17448,Kia EV6,SUV,77.4,2024
18303,17449,MG ZS EV,SUV,50.3,2024
18304,17450,Tata Nexon EV,SUV,30.2,2023
18305,17451,Hyundai Ioniq 5,SUV,72.6,2024
18306,17452,Tata Punch EV,Hatchback,35.0,2023
18307,17453,Tata Punch EV,Hatchback,35.0,2025
18308,17454,Tata Tiago EV,Hatchback,24.0,2022
18309,17455,BYD Atto 3,SUV,60.5,2021
18310,17456,Mahindra BE 6,SUV,59.0,2021
18311,17457,Hyundai Ioniq 5,SUV,72.6,2024
18312,17458,Tata Punch EV,Hatchback,35.0,2022
18313,17459,BYD Atto 3,SUV,60.5,2020
18314,17460,Mahindra BE 6,SUV,59.0,2024
18315,17461,Mahindra XUV400,SUV,39.4,2023
18316,17461,Hyundai Kona Electric,SUV,39.2,2022
18317,17462,Hyundai Kona Electric,SUV,39.2,2023
18318,17463,Mahindra XUV400,SUV,39.4,2021
18319,17464,Tata Punch EV,Hatchback,35.0,2025
18320,17465,Hyundai Ioniq 5,SUV,72.6,2020
18321,17466,Tata Nexon EV,SUV,30.2,2022
18322,17467,MG ZS EV,SUV,50.3,2022
18323,17468,Tata Tiago EV,Hatchback,24.0,2022
18324,17469,Mahindra BE 6,SUV,59.0,2020
18325,17470,Tata Punch EV,Hatchback,35.0,2025
18326,17471,Mahindra XUV400,SUV,39.4,2024
18327,17472,Tata Nexon EV,SUV,30.2,2023
18328,17473,Mahindra BE 6,SUV,59.0,2021
18329,17474,Hyundai Ioniq 5,SUV,72.6,2024
18330,17475,Kia EV6,SUV,77.4,2020
18331,17476,Mahindra XUV400,SUV,39.4,2023
18332,17476,Mahindra XUV400,SUV,39.4,2025
18333,17477,Mahindra BE 6,SUV,59.0,2024
18334,17478,MG ZS EV,SUV,50.3,2022
18335,17479,Tata Tiago EV,Hatchback,24.0,2020
18336,17480,Tata Nexon EV,SUV,30.2,2023
18337,17480,Tata Punch EV,Hatchback,35.0,2025
18338,17481,MG ZS EV,SUV,50.3,2020
18339,17482,Kia EV6,SUV,77.4,2020
18340,17483,Tata Nexon EV,SUV,30.2,2022
18341,17484,Hyundai Ioniq 5,SUV,72.6,2021
18342,17485,Mahindra BE 6,SUV,59.0,2023
18343,17486,Kia EV6,SUV,77.4,2023
18344,17486,Tata Punch EV,Hatchback,35.0,2022
18345,17487,Kia EV6,SUV,77.4,2022
18346,17488,Mahindra XUV400,SUV,39.4,2022
18347,17489,Kia EV6,SUV,77.4,2025
18348,17490,Tata Nexon EV,SUV,30.2,2022
18349,17491,Mahindra BE 6,SUV,59.0,2025
18350,17492,Mahindra BE 6,SUV,59.0,2025
18351,17493,BYD Atto 3,SUV,60.5,2025
18352,17494,Mahindra BE 6,SUV,59.0,2021
18353,17495,Mahindra BE 6,SUV,59.0,2023
18354,17496,Hyundai Kona Electric,SUV,39.2,2023
18355,17497,Kia EV6,SUV,77.4,2022
18356,17498,Tata Punch EV,Hatchback,35.0,2020
18357,17499,Mahindra XUV400,SUV,39.4,2021
18358,17500,Kia EV6,SUV,77.4,2021
18359,17501,MG ZS EV,SUV,50.3,2023
18360,17502,Hyundai Kona Electric,SUV,39.2,2023
18361,17503,Tata Tiago EV,Hatchback,24.0,2021
18362,17504,Tata Nexon EV,SUV,30.2,2021
18363,17505,Mahindra BE 6,SUV,59.0,2022
18364,17506,Kia EV6,SUV,77.4,2024
18365,17507,Tata Nexon EV,SUV,30.2,2020
18366,17508,Tata Punch EV,Hatchback,35.0,2020
18367,17509,Hyundai Kona Electric,SUV,39.2,2022
18368,17510,Mahindra BE 6,SUV,59.0,2020
18369,17511,MG ZS EV,SUV,50.3,2022
18370,17512,Kia EV6,SUV,77.4,2021
18371,17513,Tata Tiago EV,Hatchback,24.0,2021
18372,17514,Tata Punch EV,Hatchback,35.0,2021
18373,17515,Mahindra XUV400,SUV,39.4,2020
18374,17516,Tata Nexon EV,SUV,30.2,2022
18375,17517,Tata Nexon EV,SUV,30.2,2020
18376,17518,Hyundai Kona Electric,SUV,39.2,2020
18377,17519,Tata Nexon EV,SUV,30.2,2022
18378,17520,Mahindra BE 6,SUV,59.0,2020
18379,17521,Tata Tiago EV,Hatchback,24.0,2021
18380,17522,Tata Punch EV,Hatchback,35.0,2020
18381,17523,MG ZS EV,SUV,50.3,2023
18382,17524,Mahindra XUV400,SUV,39.4,2025
18383,17525,Tata Tiago EV,Hatchback,24.0,2023
18384,17526,Kia EV6,SUV,77.4,2021
18385,17527,MG ZS EV,SUV,50.3,2021
18386,17528,Mahindra XUV400,SUV,39.4,2020
18387,17529,Hyundai Ioniq 5,SUV,72.6,2021
18388,17530,Hyundai Kona Electric,SUV,39.2,2020
18389,17531,Hyundai Ioniq 5,SUV,72.6,2025
18390,17532,Tata Nexon EV,SUV,30.2,2022
18391,17533,Kia EV6,SUV,77.4,2021
18392,17534,Kia EV6,SUV,77.4,2025
18393,17535,Mahindra XUV400,SUV,39.4,2025
18394,17536,Hyundai Kona Electric,SUV,39.2,2024
18395,17537,Tata Tiago EV,Hatchback,24.0,2020
18396,17538,Tata Nexon EV,SUV,30.2,2021
18397,17539,Tata Punch EV,Hatchback,35.0,2020
18398,17540,Mahindra BE 6,SUV,59.0,2025
18399,17541,MG ZS EV,SUV,50.3,2021
18400,17542,BYD Atto 3,SUV,60.5,2020
18401,17543,BYD Atto 3,SUV,60.5,2024
18402,17544,Hyundai Ioniq 5,SUV,72.6,2022
18403,17545,Tata Punch EV,Hatchback,35.0,2024
18404,17546,Mahindra XUV400,SUV,39.4,2024
18405,17547,Mahindra XUV400,SUV,39.4,2021
18406,17548,Kia EV6,SUV,77.4,2020
18407,17549,Hyundai Kona Electric,SUV,39.2,2021
18408,17550,Hyundai Ioniq 5,SUV,72.6,2020
18409,17551,Kia EV6,SUV,77.4,2021
18410,17552,Tata Nexon EV,SUV,30.2,2020
18411,17552,Mahindra XUV400,SUV,39.4,2024
18412,17553,Tata Punch EV,Hatchback,35.0,2025
18413,17554,Hyundai Kona Electric,SUV,39.2,2024
18414,17555,Hyundai Kona Electric,SUV,39.2,2025
18415,17556,MG ZS EV,SUV,50.3,2025
18416,17557,Tata Punch EV,Hatchback,35.0,2022
18417,17558,Tata Tiago EV,Hatchback,24.0,2021
18418,17559,Tata Punch EV,Hatchback,35.0,2021
18419,17560,Tata Nexon EV,SUV,30.2,2022
18420,17561,Tata Nexon EV,SUV,30.2,2025
18421,17561,BYD Atto 3,SUV,60.5,2025
18422,17562,Tata Punch EV,Hatchback,35.0,2022
18423,17563,BYD Atto 3,SUV,60.5,2020
18424,17564,Tata Punch EV,Hatchback,35.0,2021
18425,17565,Kia EV6,SUV,77.4,2021
18426,17566,Mahindra XUV400,SUV,39.4,2020
18427,17567,MG ZS EV,SUV,50.3,2022
18428,17568,Kia EV6,SUV,77.4,2025
18429,17568,Tata Punch EV,Hatchback,35.0,2020
18430,17569,Hyundai Kona Electric,SUV,39.2,2021
18431,17570,Hyundai Kona Electric,SUV,39.2,2024
18432,17571,Mahindra XUV400,SUV,39.4,2021
18433,17572,Mahindra XUV400,SUV,39.4,2023
